user_id,item_id,rating
244,939,1.7999999999999998
244,1141,1.6400000000000001
244,1073,1.2799999999999998
253,1073,3.56
255,1073,3.84
256,320,4.48
256,939,2.88
256,1073,1.52
260,1073,3.7199999999999998
261,1073,1.56
263,939,4.6
263,1073,3.84
265,1637,3.8
265,1073,1.04
266,1426,4.92
266,1073,4.8
267,1269,4.4
267,1332,3.2
267,939,2.08
267,1073,1.7200000000000002
268,1433,3.44
268,1141,3.04
268,1073,2.08
269,1073,4.12
270,1073,4.76
271,1073,3.6
274,917,4.92
274,939,2.16
274,1073,1.7200000000000002
275,1073,1.6400000000000001
281,1073,4.76
284,1502,2.56
284,1073,1.92
288,1073,2.44
294,1073,4.24
296,1073,2.76
298,953,3.44
298,1332,3.3600000000000003
298,939,2.96
298,1433,2.36
298,1073,2.12
299,1073,1.2400000000000002
301,71,4.36
301,1141,3.3200000000000003
301,1073,2.16
303,1073,4.48
305,71,4.76
305,939,3.0
305,1073,2.16
306,1073,4.24
307,1548,3.4
307,1073,1.6400000000000001
308,939,1.44
308,1073,1.08
310,1433,4.04
310,1073,2.2
311,939,2.52
312,1073,1.12
317,1073,4.4399999999999995
320,1141,3.88
320,939,2.2
320,1073,1.04
322,1301,4.08
322,1433,3.04
322,907,3.0
322,939,2.68
322,1073,2.48
327,1332,4.64
327,939,4.0
327,1073,2.56
331,1141,2.72
331,1073,2.04
333,1073,1.08
334,1073,2.68
335,1073,1.52
336,1073,4.8
339,939,4.36
339,1301,3.56
339,1453,3.08
339,1141,2.96
339,1548,2.8
339,1073,1.88
349,1073,2.96
350,312,4.6
350,1312,3.92
350,1073,3.48
352,957,4.4399999999999995
352,1453,3.4
352,1141,3.2800000000000002
352,939,2.72
352,1433,2.2
352,1073,1.6
356,1581,3.04
356,1073,2.92
358,1433,4.92
358,939,3.92
358,1073,1.7599999999999998
359,939,3.84
359,1073,3.48
360,349,4.84
360,1253,3.6399999999999997
360,1073,2.92
361,939,4.4
361,1073,1.2799999999999998
362,1332,2.76
362,939,2.36
362,1433,2.08
362,1073,1.04
372,1073,1.56
374,939,4.08
374,1073,2.16
375,1301,3.44
375,939,2.32
375,1073,1.1600000000000001
377,1433,4.08
377,1073,3.8
379,1308,2.12
379,1073,1.48
380,1073,4.8
381,939,4.8
381,1548,4.04
381,71,3.2
381,1073,3.0
382,1073,4.48
384,1434,3.04
384,939,1.7999999999999998
384,1433,1.3599999999999999
384,1073,1.2799999999999998
387,939,4.52
394,1073,4.36
395,1073,3.3600000000000003
397,1073,4.76
398,1067,4.68
398,939,4.4399999999999995
398,71,4.4
398,953,4.36
398,907,3.2800000000000002
398,1346,2.96
398,1308,2.52
398,1433,2.28
398,1073,1.7999999999999998
399,71,3.8
399,1433,3.24
399,939,2.72
399,1073,1.96
404,1073,1.48
405,1624,3.44
405,1073,2.24
408,939,3.6
408,1308,3.48
408,907,2.96
408,1405,2.8
408,71,1.6800000000000002
408,1073,1.6400000000000001
411,1073,3.96
412,1073,4.16
413,1073,1.2000000000000002
415,1073,4.08
416,1073,2.64
417,907,3.0
417,1574,2.36
417,939,1.56
417,1073,1.04
419,939,2.72
419,1073,1.1600000000000001
423,1548,4.64
423,71,3.2800000000000002
423,939,2.68
423,1073,1.44
424,349,4.32
424,1453,3.2800000000000002
424,1433,1.3199999999999998
424,1073,1.04
425,269,4.48
425,1141,2.68
425,1073,2.56
425,1453,1.2400000000000002
426,1212,3.16
426,1073,1.48
428,1073,1.96
430,1073,1.7999999999999998
431,1433,4.4
431,1073,1.92
432,1433,4.32
432,939,1.6
432,1073,1.56
434,939,2.84
434,1073,1.52
438,939,3.52
438,1073,3.12
440,1269,4.28
440,1308,2.68
440,41,2.32
440,907,1.3599999999999999
440,1073,1.08
447,1073,2.72
449,1073,1.56
451,1141,4.36
451,71,4.16
451,939,4.12
451,1253,3.24
451,1433,1.7999999999999998
451,1073,1.2799999999999998
453,939,3.3200000000000003
453,1073,2.44
454,939,3.0
454,1574,2.48
454,1433,2.28
454,1073,1.2400000000000002
455,1433,4.6
455,907,3.2
455,1073,2.36
457,939,4.72
457,1073,3.16
461,939,3.96
461,1073,3.6399999999999997
466,1433,4.88
466,1073,4.32
466,939,1.12
468,1073,3.04
471,1073,1.2799999999999998
473,1067,4.96
473,38,4.88
473,812,4.28
473,1312,3.48
473,1513,3.44
473,1253,3.4
473,1433,3.04
473,1453,2.72
473,1141,2.32
473,939,1.3599999999999999
473,1073,1.12
474,1253,4.04
474,1346,3.84
474,192,3.6799999999999997
474,907,3.52
474,939,3.48
474,1438,2.72
474,1433,2.2
474,1067,2.04
474,1073,1.1600000000000001
475,1073,1.6400000000000001
476,939,2.64
477,1433,3.96
477,1073,1.6
478,1073,2.36
484,1434,4.84
484,1433,2.88
484,939,1.3199999999999998
484,1073,1.2799999999999998
486,1073,2.72
487,1453,4.32
487,1301,2.72
487,1073,1.44
488,1433,4.6
488,939,3.84
488,1073,2.44
491,1422,2.68
491,907,2.28
491,1141,1.48
491,1073,1.4
491,1453,1.1600000000000001
492,1067,4.92
492,1141,4.0
492,1332,3.84
492,1548,3.7199999999999998
492,1301,3.6799999999999997
492,939,2.72
492,1453,2.68
492,1073,1.7999999999999998
497,1073,4.32
500,1073,4.08
505,1433,4.52
505,1073,1.04
508,1073,2.64
509,1073,3.96
509,939,3.4
510,158,4.6
510,895,3.88
510,1206,3.4
510,1212,3.04
510,939,2.6
510,1073,2.2
514,1404,4.84
514,1269,4.48
514,349,3.6399999999999997
514,907,3.52
514,1308,3.44
514,1253,3.3600000000000003
514,41,3.24
514,1067,3.12
514,1141,3.0
514,1346,2.96
514,1577,2.76
514,939,2.6
514,1453,2.2
514,1433,2.08
514,1073,1.2000000000000002
515,192,3.24
515,1141,2.44
515,1073,2.24
522,1073,3.76
528,1073,3.08
529,984,4.52
529,1177,4.4399999999999995
529,1308,4.04
529,1054,3.7199999999999998
529,1581,3.52
529,1141,2.72
529,1320,2.44
529,1433,2.04
529,71,1.6400000000000001
529,917,1.2400000000000002
529,1073,1.2000000000000002
532,1141,4.24
532,1073,2.88
533,1073,2.0
534,1073,4.08
535,907,4.0
535,1141,2.84
535,939,2.48
535,1433,2.4
535,1073,1.7599999999999998
536,1422,3.8
536,1073,1.96
539,1073,4.0
540,1073,3.04
541,1067,4.48
541,1312,3.6799999999999997
541,939,3.6399999999999997
541,1433,1.96
541,1073,1.3599999999999999
545,1453,4.24
545,1073,1.4
546,1073,1.6800000000000002
551,1073,3.88
553,1548,4.88
553,1433,4.76
553,283,4.6
553,1308,4.56
553,1624,3.12
553,1383,2.48
553,939,2.0
553,1067,1.12
553,1073,1.08
554,1453,1.7599999999999998
554,1073,1.2400000000000002
556,1073,1.7999999999999998
559,1073,2.88
560,1637,2.0
560,1073,1.2400000000000002
567,71,4.68
567,1073,2.28
567,939,2.2
568,1141,1.7599999999999998
568,1073,1.6800000000000002
571,71,2.76
571,192,2.2
571,1073,1.4
572,1073,2.92
573,939,3.7199999999999998
573,1141,3.16
573,1433,2.16
573,1073,1.04
576,1141,4.4
576,1332,3.88
576,939,3.8
576,1073,2.88
577,41,4.4399999999999995
577,210,4.08
577,1067,4.04
577,1453,3.6799999999999997
577,1433,2.2
577,1073,1.96
579,1073,4.2
580,1433,4.36
582,1073,4.36
584,1433,4.96
584,1073,2.72
585,1073,1.96
587,1073,3.3200000000000003
589,1073,4.64
589,1141,1.6
589,1433,1.12
596,1073,4.04
597,1067,4.88
597,1433,4.6
597,1383,3.92
597,939,3.6799999999999997
597,1141,3.56
597,1073,2.44
598,939,3.4
598,1073,1.88
601,939,3.12
602,1073,2.72
603,1073,2.52
604,939,3.96
604,1073,2.64
605,1073,4.28
606,1073,4.72
607,1433,4.08
607,939,2.84
607,1073,2.8
609,1073,2.24
611,1433,3.48
613,907,4.68
613,1073,3.52
616,1073,1.7599999999999998
620,1073,1.96
625,1253,4.56
625,939,3.88
625,1433,3.16
625,1073,1.7599999999999998
626,1073,2.84
627,1433,3.84
627,939,2.32
627,1073,1.7999999999999998
628,1073,4.08
629,1073,3.84
630,939,4.04
630,1073,4.0
632,939,4.88
632,1637,3.92
632,1073,1.2400000000000002
633,939,3.8
633,1073,1.08
634,349,3.48
634,1073,3.24
635,1548,4.36
635,1073,1.7999999999999998
636,1073,4.32
637,939,3.3200000000000003
637,1073,2.48
639,939,4.4399999999999995
639,1073,4.08
640,1433,4.2
640,1073,4.16
641,1073,2.0
642,939,4.72
642,917,3.96
642,1073,3.2
643,1073,3.24
644,1073,3.7199999999999998
646,1073,1.2799999999999998
648,939,4.36
648,1073,3.88
653,1269,4.52
653,1141,3.6
653,939,1.56
653,1073,1.2400000000000002
654,71,4.4
654,1253,3.7199999999999998
654,1548,3.4
654,41,3.3200000000000003
654,939,2.16
654,1073,1.3599999999999999
658,1073,1.6
659,1073,1.6
660,1433,4.8
660,1269,3.7199999999999998
660,939,1.92
660,1073,1.52
662,1073,3.08
667,71,2.76
667,1433,2.16
667,1073,1.3199999999999998
669,1073,2.76
675,1073,2.96
681,1434,3.12
681,939,2.48
681,1067,2.08
681,1073,1.6400000000000001
682,1073,3.7199999999999998
683,939,3.2
683,1308,2.2
683,1073,2.04
685,1073,1.92
686,1141,4.28
686,1073,1.7200000000000002
686,939,1.6800000000000002
687,1433,3.96
687,939,3.2800000000000002
687,1073,1.52
690,1067,4.56
690,1073,3.52
690,939,1.04
691,1073,3.04
697,1073,2.52
698,1073,4.08
701,1141,3.24
701,1073,1.48
703,1141,4.32
703,939,3.16
703,1332,2.44
703,1073,2.08
705,939,1.4
706,470,4.84
706,1141,4.16
706,939,2.8
706,1073,2.52
707,1073,1.7599999999999998
708,1433,4.68
708,939,3.24
708,1073,1.6400000000000001
711,71,4.28
711,1073,3.3200000000000003
712,1433,4.4399999999999995
712,1141,3.24
712,1073,1.48
713,1577,4.56
713,1073,3.2
714,1073,2.72
715,1433,2.92
715,237,2.28
715,939,2.08
715,1073,1.52
720,1073,3.8
721,1433,2.6
722,917,3.88
722,939,3.8
722,1073,2.36
724,288,4.68
724,907,4.64
724,41,4.4
724,1337,4.2
724,1253,3.4
724,1404,3.16
724,1434,3.08
724,939,2.36
724,1433,2.04
724,1067,1.2400000000000002
724,1073,1.04
732,939,2.64
732,1433,1.44
732,1073,1.4
738,1433,1.88
738,1073,1.08
739,939,3.96
739,1073,1.4
742,1548,2.92
742,939,1.44
742,1073,1.2400000000000002
743,1383,2.72
743,939,1.44
747,1073,2.28
748,1433,4.0
748,939,2.32
748,1073,1.2400000000000002
750,1073,2.12
752,210,4.88
752,71,3.76
752,1548,2.96
752,84,2.4
752,907,1.8399999999999999
752,917,1.6400000000000001
752,1141,1.44
752,1073,1.3599999999999999
753,1073,2.44
754,939,4.16
754,1073,1.44
758,1548,1.7999999999999998
758,1073,1.12
759,939,4.4
759,953,4.0
759,1141,2.56
759,1073,1.52
763,811,4.8
763,1346,4.08
763,237,3.92
763,939,3.44
763,1308,2.4
763,1433,2.36
763,1073,1.88
764,1073,2.76
766,1433,2.32
766,349,1.8399999999999999
766,1073,1.7200000000000002
768,1073,1.4
770,939,3.52
770,1073,2.72
778,1073,4.28
779,1073,1.1600000000000001
781,1073,2.24
782,1073,2.64
783,63,4.88
783,1453,4.24
783,41,3.76
783,1301,3.16
783,71,3.0
783,1073,1.6
789,1073,1.56
793,1073,4.8
795,1073,2.92
796,1073,3.76
797,1067,2.48
797,939,1.56
797,1073,1.3199999999999998
798,1433,4.2
798,1073,2.88
800,1404,3.6399999999999997
800,939,2.84
800,1073,2.72
803,1433,3.84
803,1073,3.6
805,1073,1.52
810,41,4.0
810,1141,3.92
810,1332,3.88
810,939,3.7199999999999998
810,1433,2.2
810,1073,2.12
811,1073,2.36
813,1332,4.52
813,1073,3.6399999999999997
814,1453,3.8
814,1433,3.76
814,1073,1.7200000000000002
819,1073,4.0
822,1637,4.6
822,1513,4.52
822,1433,4.4399999999999995
822,939,1.88
822,1073,1.7999999999999998
823,1073,3.8
824,1073,1.8399999999999999
827,1383,4.24
827,939,3.48
827,1141,3.3200000000000003
827,1073,2.84
831,269,3.2800000000000002
831,939,1.92
831,1433,1.6
831,1073,1.04
832,1073,4.84
834,269,2.8
834,1073,1.44
835,939,3.84
835,1548,2.24
835,1073,1.12
836,1073,1.88
837,1073,2.76
838,1073,2.12
840,939,3.24
840,1073,2.32
842,939,2.0
842,1073,1.6400000000000001
846,1433,4.2
846,939,3.44
846,1073,1.6
848,1073,4.28
851,939,3.52
851,1073,1.44
852,1073,2.0
853,1433,1.6800000000000002
856,939,4.64
856,1332,2.84
856,1073,1.7599999999999998
857,1073,4.32
859,1433,2.8
859,1073,2.4
863,45,3.56
863,1141,2.36
863,1073,1.52
866,1073,4.52
867,939,4.84
867,210,4.48
867,1433,4.32
867,1359,4.28
867,41,2.6
867,1434,2.44
867,1073,1.52
869,1433,4.72
869,1453,3.56
869,1073,1.8399999999999999
871,932,3.7199999999999998
871,1073,1.88
876,1534,4.96
876,1390,4.68
876,1141,2.36
876,1312,1.8399999999999999
876,1453,1.6800000000000002
876,269,1.56
876,1073,1.2799999999999998
876,939,1.08
877,1453,1.7200000000000002
877,1073,1.4
882,1141,3.8
882,939,1.6
883,1073,3.2800000000000002
884,1433,3.48
884,917,2.76
884,1073,1.7999999999999998
887,269,3.6799999999999997
887,71,3.56
887,812,2.28
887,1073,1.7999999999999998
888,1433,3.3600000000000003
888,1073,3.04
889,1073,2.44
890,1141,2.64
890,939,2.4
890,1073,1.3199999999999998
892,1073,1.6800000000000002
893,1073,4.88
894,1308,4.6
894,1433,4.2
894,1073,4.08
896,1433,1.7599999999999998
896,1073,1.4
897,1433,2.6
897,1269,1.7200000000000002
897,1073,1.6400000000000001
901,939,3.2800000000000002
901,1073,2.64
902,1637,4.04
902,1301,2.72
902,1433,1.2799999999999998
902,1073,1.1600000000000001
904,953,4.12
904,939,3.7199999999999998
904,1073,2.92
905,1073,4.0
906,939,4.32
906,1073,3.12
907,1308,3.48
907,1073,2.36
908,907,4.56
908,939,3.76
908,1073,1.08
909,939,3.52
909,1073,1.3599999999999999
911,349,4.08
911,1404,3.6799999999999997
911,1337,2.96
911,984,2.6
911,939,2.28
911,1141,1.8399999999999999
911,1073,1.3199999999999998
912,1073,1.44
913,1433,4.96
913,1073,2.68
913,939,1.3599999999999999
914,1301,3.6
914,312,2.88
914,939,2.84
914,1433,1.88
914,1073,1.48
916,1453,4.76
916,210,3.96
916,1312,3.2800000000000002
916,1433,2.76
916,1308,2.72
916,1489,1.92
916,939,1.6
916,1073,1.44
921,1073,1.56
925,1141,2.28
928,1073,1.6
932,939,4.84
932,1073,3.8
935,953,3.3200000000000003
935,939,3.2800000000000002
935,1433,3.16
935,1073,1.52
940,939,2.24
940,1433,1.7999999999999998
940,1073,1.56
943,1141,4.92
943,939,4.68
943,1433,3.08
943,1073,2.76
947,1073,1.2000000000000002
949,1073,4.88
950,1073,4.08
951,889,3.6799999999999997
951,1141,3.6
951,71,3.08
951,1404,2.88
951,939,2.64
951,1073,1.6400000000000001
954,1581,3.04
954,1422,2.24
954,939,1.4
954,1073,1.2799999999999998
955,1332,2.88
955,1073,1.44
958,1073,3.04
959,1301,3.84
959,1637,3.6399999999999997
959,939,2.56
959,1433,1.6
959,1073,1.1600000000000001
960,1269,3.7199999999999998
960,1073,3.16
961,1073,1.6
962,210,4.68
962,1332,4.56
962,939,4.16
962,1073,2.92
968,320,3.88
968,1073,1.6400000000000001
972,1073,3.16
973,939,4.48
973,941,3.96
973,1141,2.84
973,1073,1.7599999999999998
975,1073,1.2400000000000002
977,1073,1.6800000000000002
979,1141,3.6399999999999997
979,1073,1.56
981,939,4.28
981,1073,2.72
981,1332,1.08
982,1073,4.56
984,1073,1.48
985,939,3.12
985,1073,1.6
987,41,3.96
987,1073,2.28
989,1433,4.92
989,1073,3.2800000000000002
991,1433,3.92
991,1332,2.56
991,1073,1.3599999999999999
991,939,1.12
992,1141,3.6799999999999997
992,1073,2.72
995,939,4.4399999999999995
995,1308,4.16
995,1073,1.3199999999999998
997,1433,4.8
997,1073,4.72
997,939,3.48
998,939,4.72
998,1433,3.6
998,907,3.24
998,1073,2.24
999,1073,1.04
1000,1253,4.48
1000,210,4.4
1000,349,4.28
1000,939,3.8
1000,41,3.7199999999999998
1000,1073,2.32
1003,939,4.16
1003,1073,1.6400000000000001
1005,105,4.96
1005,939,4.88
1005,1453,3.76
1005,1433,1.92
1005,1073,1.48
1008,1073,2.56
1010,1073,3.24
1015,1433,4.8
1015,939,4.4
1015,1073,1.52
1018,269,2.84
1018,1141,2.6
1018,1073,1.7599999999999998
1019,939,2.76
1019,1073,2.52
1022,1312,4.32
1022,1574,3.48
1022,1141,2.68
1022,939,2.44
1022,1073,1.2799999999999998
1023,1073,1.6400000000000001
1024,1067,4.68
1024,1550,4.4
1024,895,4.2
1024,205,3.4
1024,939,3.0
1024,1453,2.84
1024,1141,2.12
1024,1073,1.96
1025,71,4.56
1025,1513,4.04
1025,1548,3.8
1025,1308,3.48
1025,1073,2.16
1026,1073,3.52
1027,1308,3.6
1027,1253,3.4
1027,1433,2.68
1027,1073,2.32
1028,939,3.12
1028,1073,2.72
1032,1073,1.3599999999999999
1035,1073,4.8
1035,1433,4.52
1038,1433,4.0
1038,1073,2.48
1039,1332,4.32
1039,939,4.12
1039,1073,2.32
1040,1073,4.16
1043,939,2.44
1043,1073,1.3599999999999999
1044,1073,4.88
1047,1596,2.16
1047,939,1.44
1047,1073,1.4
1049,939,4.32
1049,1073,1.44
1050,1433,1.1600000000000001
1052,1073,3.84
1053,1073,4.4
1054,71,4.28
1054,1141,3.16
1054,1637,2.96
1054,1433,2.8
1054,1073,1.6400000000000001
1056,939,4.64
1056,1073,3.16
1061,907,4.24
1061,1308,4.2
1061,190,3.08
1061,1433,3.04
1061,1141,2.68
1061,1073,1.8399999999999999
1062,1073,4.08
1063,1073,1.88
1064,1332,4.08
1064,1433,3.48
1064,1073,2.64
1066,939,4.4399999999999995
1066,1073,1.3199999999999998
1074,1433,1.08
1076,1073,3.44
1076,1433,3.4
1076,939,1.8399999999999999
1079,71,4.52
1079,939,2.88
1079,1073,2.2
1079,1433,1.56
1082,1253,4.08
1082,1433,3.88
1082,210,2.44
1082,1141,2.4
1082,1073,2.04
1093,237,4.76
1093,939,4.24
1093,1073,2.88
1094,1405,4.68
1094,1212,4.48
1094,1433,2.6
1094,1141,1.96
1094,939,1.92
1094,1073,1.52
1096,1073,1.52
1102,1073,1.1600000000000001
1104,1513,4.92
1104,1141,4.6
1104,71,4.52
1104,1312,3.8
1104,1433,3.6
1104,1332,3.2
1104,1073,2.92
1110,1453,3.92
1110,939,1.7599999999999998
1110,1073,1.08
1116,1073,3.2800000000000002
1118,939,2.6
1118,1332,2.04
1118,1073,1.04
1123,1073,3.6799999999999997
1125,1332,4.72
1125,1433,4.68
1125,939,3.6399999999999997
1125,1548,2.6
1125,1073,2.0
1126,1073,4.92
1129,1073,4.24
1134,939,2.72
1134,1067,1.92
1134,1073,1.88
1137,1073,4.84
1137,939,4.0
1140,1434,3.2800000000000002
1140,1124,2.44
1140,349,1.8399999999999999
1140,1073,1.52
1144,1073,2.24
1151,939,3.48
1151,1073,3.44
1155,1453,4.76
1155,1433,4.32
1155,939,3.52
1155,1073,1.88
1156,1433,4.04
1156,1141,3.84
1156,1312,3.56
1156,1332,1.96
1156,1283,1.6400000000000001
1156,907,1.48
1156,939,1.4
1156,1073,1.2000000000000002
1157,71,4.48
1157,939,3.7199999999999998
1157,1141,2.96
1157,1073,1.4
1161,1434,3.44
1161,1301,2.72
1161,939,2.6
1161,1073,1.2400000000000002
1162,1433,4.48
1162,1073,2.8
1163,1073,4.96
1164,1073,2.64
1165,1073,1.12
1166,939,4.04
1166,1141,3.6
1166,1073,3.4
1169,1308,3.6
1169,939,2.76
1169,1073,1.3199999999999998
1170,1301,4.16
1170,192,3.12
1170,1404,2.2
1170,1308,1.88
1170,939,1.12
1170,1073,1.08
1172,1141,3.84
1172,1433,1.92
1172,1548,1.7599999999999998
1172,1434,1.52
1172,1073,1.2400000000000002
1173,1073,1.7200000000000002
1174,1073,4.56
1175,939,4.96
1181,1073,4.0
1186,1433,3.88
1186,939,3.2
1186,1073,3.0
1188,1453,3.96
1188,1073,1.2799999999999998
1189,1073,4.84
1190,1073,1.7599999999999998
1192,1073,3.76
1193,1269,3.84
1193,1073,2.84
1197,1073,1.88
1198,1073,1.48
1200,1346,4.32
1200,1141,3.52
1200,1073,1.8399999999999999
1201,1073,3.92
1202,1073,3.96
1204,1141,4.24
1204,939,3.84
1204,1383,3.52
1204,71,2.4
1204,1434,1.6400000000000001
1204,1637,1.48
1204,1073,1.08
1206,1433,3.4
1206,1073,2.6
1208,1067,4.32
1208,269,4.24
1208,1301,3.84
1208,1320,3.8
1208,1548,3.48
1208,1308,3.3600000000000003
1208,1453,2.92
1208,1332,2.84
1208,1433,1.3199999999999998
1208,1073,1.2799999999999998
1209,939,4.48
1209,1073,4.16
1212,1433,4.84
1212,1073,2.44
1216,1073,1.12
1217,1073,2.2
1218,1453,4.68
1218,939,4.04
1218,1073,2.72
1219,1073,2.36
1231,1332,1.7999999999999998
1231,1073,1.4
1232,1073,1.4
1233,939,3.6799999999999997
1233,1073,2.12
1234,1073,3.16
1234,1332,3.08
1234,1453,1.2400000000000002
1235,1433,4.24
1235,1548,3.76
1236,1190,3.92
1236,1453,2.6
1236,1433,1.6
1236,1073,1.44
1237,1073,1.6800000000000002
1239,1073,3.8
1240,1073,2.68
1241,1073,1.7200000000000002
1243,320,4.88
1243,1206,4.76
1243,1141,4.6
1243,1453,4.56
1243,71,4.24
1243,939,4.12
1243,907,3.56
1243,1190,3.3200000000000003
1243,1434,3.16
1243,269,2.2
1243,1433,1.96
1243,1073,1.92
1244,1073,4.0
1245,1073,1.52
1246,1438,4.6
1246,1332,3.76
1246,907,3.0
1246,939,2.04
1246,1073,1.8399999999999999
1248,1073,2.72
1249,210,4.08
1249,1141,3.48
1249,1548,3.4
1249,320,3.12
1249,71,2.32
1249,1433,1.44
1249,939,1.2000000000000002
1249,1073,1.08
1250,269,4.96
1250,192,4.6
1250,1332,4.24
1250,1433,4.08
1250,1073,3.6
1250,939,2.88
1251,1433,3.48
1251,907,2.2
1251,953,2.16
1251,1073,1.04
1254,939,4.88
1254,1073,1.2400000000000002
1255,1453,3.52
1255,1332,2.48
1255,1073,2.08
1256,41,4.76
1256,1433,4.04
1256,939,3.2
1256,1489,2.64
